age,income,credit_amount,employment_years,existing_loans,credit_card_usage,default
68,58947.878741379514,98212.11778132428,2.43802091832365,1,0.5512328230781661,0
24,39975.31784419574,85793.02226555163,3.7829977890869255,1,0.8180987708704331,1
38,41029.14326944277,126378.40580560165,5.285971618766948,1,0.7717037220699862,0
26,54771.09907547478,130201.24234747763,0.27142164586765344,1,0.7670586915202087,1
56,24188.771561075628,17004.721874740862,1.7332918959922248,2,0.7292979863202854,0
35,47134.82169271615,104441.14811393942,3.0893295228360405,2,0.7577869151430114,1
21,71930.94236460507,221799.25621146217,1.5502342830321507,0,0.6776015251949387,1
42,10000.0,33249.187717598805,0.2510556337927643,3,0.8680234733881464,1
31,80689.6420358903,95729.05835834668,0.4533260746514939,3,0.5574542961060874,0
67,72447.48437406319,197087.30610258513,8.091078341142687,1,0.5208442596064341,1
26,40804.70768339047,155208.75782718378,12.11736993993729,0,0.701295978638867,1
43,60867.81655743619,74330.16596119692,0.8257490091676261,1,0.16600597307977494,1
19,50062.954538126534,110306.76898113018,1.4334924968686078,2,0.7769517138350426,1
37,74599.80736877366,99894.41600075884,5.281348682037123,2,0.9361558432172887,1
45,69653.66285539883,62596.40978391663,15.425197903689513,3,0.2962599648147055,0
64,21998.585536339815,96287.39462534589,1.7804449291805238,3,0.6110449571784767,0
24,61745.24826928353,86001.69335967355,9.662479536491762,2,0.03262251360104129,0
61,45887.442927135045,105637.44690383748,3.5263482529500454,2,0.765822862672667,1
25,51656.651410362,62580.84096544833,15.681716375679374,2,0.5596681731860392,0
64,35436.561980603685,36169.08998776694,0.7324096640548541,1,0.6736542846346952,0
52,84962.74138241672,97935.96133038145,18.185686961705095,0,0.1429927199418044,0
31,70801.23639805152,185755.910908939,2.9078378684738055,2,0.8094548053608013,1
34,35204.57672054065,104110.14631313982,15.28148846840471,1,0.25593633734362786,0
53,23307.787861795347,83420.31105342273,3.068817761402417,1,0.6847922032934237,0
67,42286.54738044304,137704.29025192492,3.775986764986172,0,0.5931417650302112,0
57,58690.052921826114,92084.01937023108,8.1680129475786,0,0.6537914461283671,0
21,54804.11687892446,193401.6462479555,6.411987593856189,3,0.05023728680615802,1
19,75062.65649536486,99804.37453524607,4.8327033855053125,1,0.7418505702312232,1
23,65798.39444361704,135024.85315790816,2.6976691418185372,0,0.7952497285276757,0
59,69391.38051505813,62269.78088033636,7.861634794171194,4,0.4748158231524108,0
21,56537.108012208744,125154.46266683312,14.80456127029618,1,0.40886104423708436,0
46,22214.025395780194,113754.6738471877,0.04929670452668024,1,0.3425447039548394,0
35,46086.02937706197,97174.6937670396,4.431780104056767,2,0.9278819064822702,1
43,71201.7947981733,74912.11194151398,10.048865840504027,0,0.7550682543415351,1
61,48969.54142950708,68098.49171738127,5.293774333768393,3,0.6986187272366482,0
51,60061.807372474934,114117.63319898263,8.067964106462258,3,0.9256066246254857,1
27,43625.033695077334,131446.95548482367,11.271885198185757,1,0.3487692306192136,0
53,29403.7630291631,93641.86018529342,6.950528391916305,1,0.6301380858165785,1
31,47533.11871907779,114363.39645603963,6.3118493607542785,1,0.6860568305268462,0
48,56180.94886065308,98104.26609336153,16.72586599732071,1,0.9962275433177508,1
65,36886.245610771126,104926.3012452694,9.963921926452246,2,0.4271861144071557,0
32,45285.77510286663,89977.75086613875,8.447220405076111,0,0.4001810519397775,0
25,31210.735160280346,100898.62896841542,0.45183059180988394,2,0.08448792431060081,0
31,72384.89835128191,234902.02284087133,1.365805950715019,1,0.09845248473997514,1
40,44110.88484823932,115581.71494037124,4.068174626890695,1,0.5117990605316475,1
57,79055.11090252367,132264.84792155214,6.181793129519452,0,0.17118195943770653,0
38,80574.95701081817,121901.18026640484,1.8063911376242343,1,0.07293083225695762,0
33,48379.080705565124,86859.15883514703,0.48987325394725695,0,0.9648930050352367,1
62,29831.025349053005,164699.4606645834,1.8632898798662167,2,0.9514173979083198,1
35,10000.0,85441.81147868294,7.370803548315495,4,0.3252767683489932,1
64,20559.25853946417,152752.72744712757,10.494183257240842,1,0.7898694069333043,0
41,22523.3035020268,83289.65009667756,12.203701414238017,2,0.8725490536191707,1
43,77569.39254923009,52001.37404279796,2.3810476636108566,1,0.46474706778399055,0
42,52316.49174453892,118269.81041180965,2.330365418732929,1,0.22369710576036517,0
62,57792.090481839754,44766.58219489467,2.610338490148708,1,0.12980482731078946,0
58,10000.0,126782.01125083046,2.35649809876539,0,0.14082237142510357,1
46,26040.671415654768,40292.06719543417,5.486015522781132,2,0.7969331547370067,0
32,67741.59552892574,84049.59847635734,2.2183531283641034,1,0.38441581502626276,1
62,55735.48224765172,28413.51517376292,0.10276862322858188,0,0.6935076504505486,0
18,47055.894426288054,241208.35047013647,2.8903911295723903,2,0.5386934343853417,1
42,61296.84717200245,17302.02201918428,1.2689936978612029,2,0.3946683804234553,0
24,82715.9561227163,100490.68701982022,0.14615104076327176,1,0.12381573918426048,0
26,45579.15072925899,157165.21371650067,3.182350065879615,1,0.33344898762893804,1
41,51387.39605316139,151819.29542935127,1.153072945718692,2,0.8401739208538073,1
18,53851.9383746261,142567.10610865685,3.0141729289848667,2,0.8113979369585518,0
61,97842.19270547986,84138.58058892623,1.6269196054845114,1,0.028368591965683976,0
25,10000.0,167554.4473168501,4.628030808888432,0,0.14027655837512798,1
41,63664.46029577616,145669.55454010912,23.484994944793897,2,0.7559012167332496,1
28,47703.95502481873,110614.98088302383,3.961876254247438,1,0.33573289636637527,1
68,61335.434523683594,112029.0378863296,5.20496206257228,3,0.6435910669585375,1
34,36852.54892010551,84803.86761923137,12.583581746018986,0,0.5626757389940499,0
25,49020.69938283099,54517.39870834808,2.3420278758736988,0,0.6520673153948854,1
52,64228.2115893099,161857.54877393582,0.9108985329893453,0,0.05369655092428727,1
52,112258.20402087682,165610.39968007657,1.6619837440897336,5,0.9311192055302268,1
50,66160.72378804143,55794.542948503935,2.57747370838038,0,0.020969549755315287,0
22,33038.68803938983,92310.74174269041,5.178436485507865,2,0.008032495984745314,1
59,41524.80635954594,92828.83917705355,0.022992933703117998,1,0.22615300238889735,1
56,40931.71783232292,98367.2048129845,9.59966499634639,2,0.9934959194307331,0
58,14087.1365473997,103214.74392937908,0.3957245747368882,1,0.0725324346003734,1
45,43398.196165971254,147343.07308230898,11.545790686910944,2,0.8745001740107142,1
24,64656.5816364349,62639.13457566282,14.922430863847087,1,0.1590890704433059,1
26,24515.3576184641,57682.650424367006,23.077513976129318,3,0.10910329319019085,1
25,70969.65302101185,161830.98710714874,8.290782736489607,2,0.7789703976190943,1
29,59755.49642168677,76867.76290593509,0.7649140449207391,0,0.8466787145536686,0
51,35315.333560579245,36848.23232114669,6.123719236754647,4,0.7921828884592114,1
50,47169.40725324305,75743.5028950065,1.1365190322376582,1,0.24102887918774918,0
65,81966.43615282066,83497.36323779996,11.371340918611455,7,0.879842726067651,1
40,64670.95627011731,177748.13638628824,1.9034180509167495,0,0.07188543219013832,0
41,50175.67309796296,146241.31061883687,1.9785342042949086,3,0.34197746323905953,0
54,45246.333660780314,157376.03083161212,12.484084232061113,2,0.46318312572777964,1
52,51532.18140903319,140998.6821173393,0.0665969061344159,5,0.06773527160702275,1
61,39764.728841153934,147312.1835807657,1.078147708396747,0,0.5798432785486162,1
57,10000.0,65595.8936709841,2.740321156495564,3,0.5593830170655902,0
39,90843.55821069461,90069.89223232579,6.031904629459577,1,0.9921825749081836,0
44,53106.49998398803,50504.23434882256,5.214461897200335,1,0.6216640027879551,1
52,57962.94530245074,89475.59847314833,5.534410071430882,0,0.3975456768189961,1
18,48841.84500246183,134205.24954673706,10.60223561570005,1,0.7901848475346278,0
52,35297.66398550824,106729.16424061234,0.6450249031820829,2,0.33496700417359726,1
54,46281.510381024586,165574.04094801476,3.692414401637128,0,0.5328686543725368,1
64,18012.104756113775,42929.21038863904,6.463613715101475,1,0.05546960679322077,0
31,95541.7299610661,125011.91753491199,5.054634284729374,2,0.3226657744660447,0
20,25309.76003155208,37584.8599065341,2.9738822627045494,1,0.528108014753994,1
18,29360.67432305641,104708.82345868212,0.08631366574747958,1,0.7023118937251868,1
22,41194.815912271995,137016.67112782394,0.31178326583996147,1,0.09903279037046275,1
43,75761.51449704755,89274.87165878904,0.6331552845687051,2,0.7971867291439169,1
31,50290.17998525308,127556.33020434779,2.102089881790565,0,0.9001589866512645,1
56,25277.284079390753,52013.38325835329,0.625851946681804,4,0.28103716556109415,0
44,75086.76721514679,16815.501090180856,2.7763464774689868,0,0.7653465807843041,1
26,64620.012535709626,127851.48112439015,0.9839809975912548,2,0.1803484911606943,1
32,60768.699144329046,187200.51170378661,7.551724426912466,3,0.5234158717566895,1
32,64314.68482341681,50197.7529915054,10.25865005645819,2,0.7976353650720744,0
43,97887.23801164902,161109.70900533977,2.468593164596353,2,0.3864916855784588,1
59,93701.89790072225,102171.17044082056,3.580357382206733,2,0.026300252038820915,1
30,36265.6931399341,33215.4239153462,15.341110715043534,1,0.5399673752141848,0
68,82477.69985622304,43424.734932391875,3.834052084947605,1,0.8446998729007388,0
49,57663.363795178004,100789.2386680325,26.56534402332938,2,0.10832737731459352,0
56,59981.91632275499,79776.88560379481,0.7665193222534623,0,0.029641402142510986,0
66,16154.583367133426,34354.351162088045,9.91071835128184,1,0.8090407759845862,0
69,46592.28469223608,15298.03593872975,3.437843870935745,2,0.26713257867135576,0
49,33743.5281932687,57664.033603674696,0.11488025378453198,0,0.36434370573888397,1
21,66561.17629786619,109690.45041655592,17.917724153039277,0,0.08698202990459991,0
47,71421.6100080561,99679.9623698431,16.76888359463905,0,0.09661898442446726,0
54,10000.0,74938.10212499609,2.4166265723424254,2,0.6145433569160066,0
40,49559.302719914594,110094.35971457414,15.411035818127408,0,0.5522296493464929,0
56,72437.23009588504,152001.3359931344,0.7599879100922198,1,0.29240177641425236,1
62,46266.4207537311,119706.32552170739,5.698892667189076,1,0.45273755628477486,0
32,64581.27290004729,93934.56643052096,1.065526684039334,0,0.3881977643430251,0
60,57023.309352541684,146403.60033303444,1.4161084162032145,2,0.6950529164212854,1
46,56833.20463905253,52007.48488918525,7.555603047405323,1,0.8620890248135873,0
53,44573.70043863405,88754.02302223242,2.3689185001202757,2,0.7651024194460166,1
30,25668.38391728581,89945.6032199816,0.035765124106313315,1,0.004407649668200508,1
49,27569.39705149945,38152.33707785774,2.67421219713015,4,0.09955346112119257,0
24,64187.050289106344,79006.29188578212,1.2943026327752707,3,0.4293767800534124,0
68,50389.16511037766,1000.0,5.749473919121827,3,0.8517988558811007,1
39,47229.755107855504,195608.90238314768,1.0811419358740502,4,0.23697418807404502,1
45,41522.19915355295,53129.310578184355,9.233830725393203,0,0.8789520865485086,1
19,43896.22309038496,179305.7065710656,1.5536823875915275,1,0.11001365854113165,0
59,70938.23588976279,101904.22528597462,2.49636521507285,2,0.07260712384847423,1
62,43295.11836263946,128243.20660779794,1.7693719229645357,4,0.9134196971455978,0
23,23178.705733968625,75560.01008245342,5.16304628082427,1,0.16197692599669145,1
45,64873.035510803464,110396.48459808371,0.5332708783004674,0,0.46377558163211574,0
45,45902.466722705656,132524.4819994218,3.25139039187865,0,0.32595704417649174,0
61,50627.91731065553,133227.6207197091,2.0357437372819738,1,0.14763643466486653,0
61,82151.56612799021,138738.66950371786,10.776775671963438,1,0.6321110149600365,0
37,49588.788852989856,81583.36449804119,0.38123178821785175,2,0.9636727141315075,1
47,55783.67346237451,75982.01637543224,8.850823565327284,2,0.6581094468542239,1
28,26421.530174033494,20291.183736619816,0.917694346270521,2,0.3536986827773304,1
45,45606.610952980795,126160.95055884683,0.46374444317865243,0,0.7117969558099174,1
42,62190.52090417202,154118.93556617212,1.13025673756304,1,0.14324815546973346,1
56,18892.525323175152,180799.08399589648,0.5415631332180224,1,0.5800163106934103,0
50,54016.90186231419,115258.6317290254,3.680105855362121,3,0.469457446146198,0
18,52015.821452896125,61676.011354571536,22.204618736676352,3,0.3599835714236381,1
44,50825.74911174879,15145.19283552724,0.17465187913929398,3,0.7395673024294248,0
69,70743.17797316486,152083.3366541675,3.0913893066316733,2,0.1184871454224401,1
30,56688.770296970426,10186.171661123226,2.439374499582188,2,0.532790475483174,0
58,79561.43796712888,82969.79611281166,2.074596398260093,1,0.8543973265533442,0
20,30128.209688119277,88784.65860281771,2.0163147514430544,2,0.20171015569583217,0
56,52718.49134436696,96527.24310744903,11.269582139429591,1,0.2645412419294888,0
23,51689.33572779895,101790.130001792,0.09579253999066903,2,0.6606717927717816,1
25,28614.910124898397,106907.37781837875,7.456416670821966,0,0.7725869583954947,1
44,69125.90004182691,1000.0,1.4580032255681032,1,0.28333560138177294,0
26,96493.46611705635,100732.79549350633,2.416826588246897,2,0.3598980085367667,1
54,49659.87851032338,1000.0,2.7249283963974626,1,0.7399124828894812,0
50,60100.42176547534,136610.90365454974,1.8172877126064735,0,0.28532366513703333,0
68,51690.36951630654,72243.7422098194,0.49114591986842715,1,0.6662475047064852,1
59,35728.306601856486,1000.0,0.6070590832925101,1,0.1588347508057827,0
61,13584.794443959676,59289.76613073121,1.7700433942279967,2,0.4113104594884124,0
41,35884.5303380927,71496.23304076731,8.624497835361542,1,0.6886772097232317,0
32,22160.832380965374,159534.98087775023,0.7229770273296923,0,0.459904556101958,0
49,84082.04156118236,109831.88708751225,6.786393738610592,1,0.019237348358529194,1
49,47697.80612153521,117222.24721752902,1.7044982217174243,3,0.40638035710451403,0
41,43081.613419056586,159061.08171103004,10.74781532550668,0,0.28833529088967413,1
58,67783.07649575612,95192.78560377553,2.795953551224342,6,0.10128218282935941,1
69,27564.97794288224,137709.39805162017,0.9420400886623159,2,0.009138011648651134,1
66,34662.719239908954,134193.0556965996,21.28824256725949,1,0.045515401566355806,1
66,51361.44538497242,35676.525321529385,0.9717754666036769,0,0.9492476577377409,0
69,70575.37982846961,173649.17888149148,4.192250171526981,0,0.7498192076782529,0
29,60033.700903375764,28984.910996465274,4.211560461176313,3,0.9397417129131407,1
56,54966.50285031764,145868.3324738924,2.3325562828453004,1,0.11478389662015809,0
19,51562.354704720325,24146.348154718362,15.129781517612713,2,0.5705097165983323,1
20,58004.7171105355,130061.83940758367,9.2854775386658,2,0.08328856504819304,1
66,54033.05810258509,193095.74390750861,8.854479989959836,2,0.026806391200702717,0
54,29400.554504461285,89351.06717248943,18.277597761886227,0,0.46628114444025737,1
66,50921.584432663025,87182.21785734268,3.0542366940065313,1,0.6463435472978527,1
34,28526.22682164495,130521.99996584246,0.5111923915721975,1,0.06356236092479906,1
66,51621.650858016474,83530.17720187285,7.250558787914124,0,0.36505971672699533,1
19,40387.04117023517,190913.93518714106,2.3967363628266662,0,0.09016700157450108,1
19,100787.63245565724,109609.61247293478,1.055736177327081,2,0.3621036419001563,0
45,49202.11232496576,83991.52458896372,3.300954695541869,4,0.4717956982955299,0
40,21915.208674768226,72985.72360521584,12.999496372606906,6,0.33753138532425475,1
54,47316.39578646151,53352.57649134897,0.9398293943489011,1,0.5762490243007071,1
49,60387.174912757764,68612.25066212552,9.442414138076629,4,0.5845900564236849,0
50,83467.27892305047,82466.33031707018,2.708185133117586,1,0.33293533278018195,0
18,38210.95200122563,75618.046325071,0.7355557982298376,0,0.38959841607776247,1
36,18351.4405195272,67091.23629314482,9.431965421395343,2,0.44106561791226007,1
19,66336.74022861963,204942.06151762197,17.469910063342553,1,0.37565330657612717,1
61,22388.025882006976,48495.246175525506,1.7214082652935807,2,0.7606476605576575,0
43,41276.8911698503,107331.62938230873,1.8086973770048171,1,0.13994750401555678,1
49,44847.59028978012,129626.0504880436,2.4759588838937976,1,0.8570354299756205,0
23,48607.33093399784,131505.39977918664,8.413548676004902,1,0.33125101741851026,0
49,63783.28914148671,97069.6462108764,0.05235917759993022,2,0.7239608542398344,1
21,36327.31435427225,87964.87140763452,1.2677338516867545,0,0.8837757950891384,1
28,44525.41495666478,122577.37456197533,6.119173955726831,2,0.8874527016712142,0
34,49714.59294101223,113326.08249891004,2.6013457902310404,2,0.4523650700145322,0
55,52991.95915037576,87052.05826162433,2.0045944613880855,0,0.2566031579018275,0
41,51956.54349415845,21906.071413778467,10.289687652087505,2,0.6057604287571362,0
22,58720.1155044516,76603.81388333763,12.464729600268388,1,0.1839630105909471,0
69,66876.79019283474,42672.49181462711,14.781232897382761,1,0.790596872154085,1
51,57852.68231301936,66642.02249668367,1.5910537152109319,3,0.7113448991499883,0
23,59071.71047018437,101661.16192584798,12.181303025108178,2,0.7956405243040684,1
39,18355.536665070445,117936.8071998308,6.677351423808008,1,0.4332575084152692,0
28,51004.553983313606,189022.6375646203,0.8374489570985576,1,0.5574282998979453,1
65,59590.15096003217,73129.6810548093,4.711505799709147,2,0.10272663649775449,0
33,64578.823891409,138731.28176375752,0.13343895713138446,0,0.6876456175996107,1
50,36152.98451532412,115298.00122189183,6.16148685015411,3,0.4868386805583007,1
26,36819.2145022271,164799.88353198947,6.613172178878058,1,0.509238302018655,1
23,38517.98649432803,128811.4359797813,7.787513699603174,2,0.8469921486916285,1
33,60728.277997826866,49575.928635684184,0.9468822453719548,1,0.7723211095888427,0
46,70677.62109848417,13847.698535438438,4.947667673959674,0,0.5351925411471611,1
20,41850.79785416797,115563.08498337524,0.9852881152177915,2,0.3551063267908019,1
37,68159.24627254097,73577.45010498047,14.654414321470933,2,0.4464354420690272,0
53,52469.596183291884,50984.31270247014,5.619814988750242,1,0.3507636712202066,1
36,47514.28445675127,36621.11477334612,0.5009022658001323,0,0.15160541670749905,1
43,45772.31540364062,108048.77487935778,1.0353190676186903,1,0.6457759748174168,0
20,64932.22729204314,175385.38496566826,5.445192789090411,0,0.6915150025807378,1
36,56511.5563357414,79566.38271469792,3.237719934185515,2,0.9712100345381447,0
37,95516.50855295276,129513.5155537661,6.664671677473707,3,0.4557044757953512,0
49,32955.507140053516,94886.68248912037,1.6480011079673684,0,0.9972924127590999,0
24,60362.034040599516,35530.89554483035,5.363517253270911,1,0.18709858550581937,1
69,39415.97980376975,136740.56717552088,0.9737534048565135,0,0.6566308329805839,0
58,32614.260260227125,45265.397798631435,3.923136419373416,1,0.9947686429684875,1
50,49782.657259300555,101081.33152967824,15.826626895383654,4,0.6403249693903407,1
57,52747.04958814072,82923.97924973474,4.947295009271682,2,0.45236989582771936,1
56,108363.47110120185,144653.87172828458,0.256432879971208,5,0.515252300963446,1
35,46317.08368633596,47092.45037646567,22.442333213481866,0,0.8455111384836338,0
57,27396.425410306332,119543.49539009799,0.8531488424190208,0,0.939110495786766,1
18,55460.21434988771,58010.12963256495,6.330466415488284,0,0.4539265311480527,1
28,10000.0,74444.73938356075,3.80210093500294,2,0.7723700283475132,1
45,48160.864347914685,1000.0,1.743255306392463,1,0.9336884198553487,0
42,50320.505645903206,204604.92858089542,0.9758820501486287,3,0.2821205756954136,1
67,65892.00765890423,127527.8466413116,0.9782643110456178,2,0.4931605942333668,0
40,69472.44498855693,61632.62570309178,9.773734231851265,1,0.995417554952839,1
48,39928.60762184565,43767.215583350306,10.314397824135495,1,0.353478565211064,0
47,46987.71970740134,75217.56235603297,3.1288028606125544,2,0.6196879558776626,0
59,34677.58338778658,135843.97674097258,0.5469624040515155,1,0.6570315557571884,1
52,27438.74890384612,5395.753720753724,10.777947053831285,2,0.15414842694784225,0
24,56197.89558761269,92920.77903528309,3.3375578556065566,1,0.8066170255444832,0
33,24528.289028068015,188532.09362313367,2.8880548722733663,2,0.41290060925806626,1
43,41707.46198856274,43302.68320160979,2.615815630585673,1,0.5003234135683277,1
65,30096.520802015253,104019.25193818274,2.270763006883413,3,0.6428424701678093,1
69,60993.66372580519,210165.49076288787,3.7327967868508622,2,0.41048469437114565,0
66,86028.60198532976,131607.58148453865,4.638543682141023,2,0.32508246564706644,1
19,23968.240343933376,106296.19102427276,3.1408456886274005,4,0.546430728191143,1
18,12939.630342048615,125331.82274545013,11.348081114313509,1,0.34678493418248335,1
65,47502.262292998654,79956.73324951489,1.911145060539568,4,0.434129723862405,1
29,50313.95591915517,164981.564265172,4.317446176320879,0,0.10840750885313977,1
22,54373.18613514595,80033.4988549894,1.7830455890550634,3,0.844743061362904,0
54,41073.5896953131,2040.9195632011542,6.99892523882566,0,0.4117072252702524,0
49,45987.21402349136,80434.84480297701,0.5386003712970349,3,0.08278400753822857,1
26,57350.208210812045,51663.27350616483,1.0455807152108567,4,0.7900237508387914,1
58,70808.61785289677,85940.29939012854,8.077315384863471,0,0.019625311333283157,0
52,10899.024593634342,87045.79704596846,1.0117903399377814,3,0.5993462005611501,1
36,42621.21121937076,159871.15999024536,4.914107463616753,2,0.7026637597298496,1
65,54276.17587882127,134764.63633321927,17.573530335746177,0,0.1912104075291846,0
33,31640.47790778528,113163.27437876983,3.7000474656926934,3,0.13125942920841271,1
20,84623.39263534598,99852.72943337024,1.0375596112050667,2,0.11388302750940027,1
37,37291.80239542526,47057.09955710028,1.9333962060166558,0,0.9933299901734814,0
41,49174.146259854344,1000.0,8.670984518212215,3,0.7550868248904223,1
50,61120.44193684582,105658.00056963916,2.1667071863599894,1,0.3127104703666297,1
41,38174.30422396211,139732.06017868294,6.427927701728807,2,0.3355576755469285,1
69,13068.53904391166,94583.30583777055,7.510772648244126,2,0.6486247546368902,0
28,41426.90946166933,73257.28386066499,3.477578388632704,1,0.4576719585501443,1
66,70588.81111854082,123225.10826071062,7.644208736648604,2,0.27134014406226015,0
25,43262.09746429723,95833.38996878265,1.9055920774002757,2,0.057096606567453745,1
53,33071.313970820425,184287.20959869807,3.6300013763256573,3,0.7838536449883658,0
55,68513.44419005443,161636.41710341422,5.80070893086145,0,0.8882258656128097,0
57,43384.50207953894,147975.4028511665,0.9200537972952101,1,0.20595928608054093,1
37,39796.78372699565,137886.70571049518,1.5984234679628708,1,0.0634051142164368,1
52,52989.12179326619,35491.62927742715,5.278289934526807,2,0.11862550571168584,0
65,65415.004192375745,133149.68510263,5.326276163545124,1,0.41425931173621144,1
42,97634.27063465092,118816.29788232877,3.399206947163789,1,0.2993482472255492,1
52,66544.72215314847,130321.23641955818,7.938023916047077,4,0.0734578159217818,1
42,73196.79932776689,124630.47434065262,3.2894301538320896,2,0.4548687439182266,1
46,39880.67602024289,122638.12939240328,10.656717860810518,1,0.20391890288336767,1
35,29482.637880610473,235043.32347747975,6.657202252848689,2,0.06694857935229037,1
63,51246.62699238246,96190.71650240404,1.8894554243696589,4,0.6579281387512655,1
35,52143.39830519192,146816.8690414665,2.514733789236276,2,0.5725062924018219,1
19,28429.745172708055,76450.50948679984,5.508385187631994,0,0.8263978978068721,1
52,46494.10940191974,139532.07919438358,11.242976581041116,0,0.3022814997152907,0
33,57986.35203438262,146965.99451162276,0.9843873053704766,1,0.13582267738547682,1
58,57207.867900361605,118221.3038567674,3.6145644700730877,1,0.3601607549354584,1
53,60085.75706768545,183462.347118825,0.6322649263868709,1,0.7787070515583997,0
50,55819.29460274886,55786.198181979125,1.638738122124067,4,0.24173935514896594,1
21,39859.826814598884,75638.9529165889,5.791514647638943,2,0.2550008499272288,0
50,39721.98746702314,110619.00430117449,0.40461141285828217,0,0.1475846840222682,0
31,26020.97204012248,144040.3426742111,5.4288541990343315,1,0.9865143618467019,1
38,85695.5007837019,108971.47606474666,11.553646886395443,3,0.9673098252436428,1
65,50269.00729238586,164287.9518255283,17.428924296375918,1,0.6580521383755662,0
37,45502.93888410296,66915.50645168402,1.2207648139456242,1,0.214818084286152,0
25,31424.158370950827,42971.075525572276,6.909479375446834,1,0.7665563375290789,1
24,108713.15804655556,115406.41682682523,13.043544108393066,1,0.5839334295997206,1
20,28533.43935554209,96140.98619431518,0.4790827496120783,2,0.7495661385656588,1
34,41423.04148787853,127143.186017911,2.672378888704648,1,0.8604103604409608,1
50,58316.73672572121,98629.8854566748,12.591889069430547,2,0.3184743672731636,0
65,62004.25931488555,82999.01046882715,1.1331700434887846,0,0.9136987435918413,0
29,69158.64110431368,96253.12141381383,13.572405459212497,0,0.8985583297308691,0
68,86152.17015538526,101442.44473965924,3.745330214559768,3,0.5471305011525952,0
39,60123.15310921425,84750.93500758348,0.5262086276657943,2,0.684571553188297,0
39,28879.384000666647,89843.39768382859,2.988069825926922,0,0.41103588882638165,1
63,44861.09749756437,79820.3331506545,1.974563867728475,1,0.655102740425469,0
47,56156.6474502777,142833.25599347032,1.657850482701929,2,0.5489584724202075,1
55,91364.52083011647,109701.05022528996,3.8987085927443967,0,0.32281989035609593,0
55,22043.89043151406,212837.62360843833,3.3042973293627136,2,0.32283856197795513,1
